County Name,Body System,Birth Defect,YearText,Cases along ,"Prevalence per 10,000 Live Births along ",95% Confidence Interval: Lower,95% Confidence Interval: Upper
Brown,Total,Infants and fetuses with regular reportable birth defects,2013,27,645.93,425.67,939.8
Burleson,Total,Infants and fetuses with regular reportable birth defects,2013,9,508.47,232.51,965.24
Burnet,Total,Infants and fetuses with regular reportable birth defects,2013,22,461.22,289.04,698.29
Caldwell,Total,Infants and fetuses with regular reportable birth defects,2013,22,477.22,299.07,722.52
Calhoun,Total,Infants and fetuses with regular reportable birth defects,2013,12,392.16,202.63,685.02
Callahan,Total,Infants and fetuses with regular reportable birth defects,2013,8,625,269.83,"1,231.50"
Cameron,Total,Infants and fetuses with regular reportable birth defects,2013,337,456.64,407.89,505.39
Camp,Total,Infants and fetuses with regular reportable birth defects,2013,9,432.69,197.85,821.38
Carson,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Cass,Total,Infants and fetuses with regular reportable birth defects,2013,14,382.51,209.12,641.79
Castro,Total,Infants and fetuses with regular reportable birth defects,2013,10,847.46,406.39,"1,558.51"
Chambers,Total,Infants and fetuses with regular reportable birth defects,2013,21,455.53,281.98,696.33
Cherokee,Total,Infants and fetuses with regular reportable birth defects,2013,34,440.99,305.4,616.23
Childress,Total,Infants and fetuses with regular reportable birth defects,2013,6,857.14,314.56,"1,865.64"
Clay,Total,Infants and fetuses with regular reportable birth defects,2013,6,594.06,218.01,"1,293.02"
Cochran,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Coke,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Coleman,Total,Infants and fetuses with regular reportable birth defects,2013,6,689.66,253.09,"1,501.09"
Collin,Total,Infants and fetuses with regular reportable birth defects,2013,599,565.73,520.43,611.04
Collingsworth,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Colorado,Total,Infants and fetuses with regular reportable birth defects,2013,15,609.76,341.28,"1,005.70"
Comal,Total,Infants and fetuses with regular reportable birth defects,2013,62,455.55,349.27,583.99
Comanche,Total,Infants and fetuses with regular reportable birth defects,2013,7,460.53,185.16,948.86
Concho,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Cooke,Total,Infants and fetuses with regular reportable birth defects,2013,28,531.31,353.05,767.89
Coryell,Total,Infants and fetuses with regular reportable birth defects,2013,68,638.5,495.82,809.45
Cottle,Total,Infants and fetuses with regular reportable birth defects,2013,0,---,0,"2,459.25"
Crane,Total,Infants and fetuses with regular reportable birth defects,2013,6,740.74,271.84,"1,612.28"
Crockett,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Crosby,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Culberson,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Dallam,Total,Infants and fetuses with regular reportable birth defects,2013,7,496.45,199.6,"1,022.89"
Dallas,Total,Infants and fetuses with regular reportable birth defects,2013,"2,561",662.37,636.72,688.03
Dawson,Total,Infants and fetuses with regular reportable birth defects,2013,7,370.37,148.91,763.1
Deaf Smith,Total,Infants and fetuses with regular reportable birth defects,2013,14,415.43,227.12,697.02
Delta,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Denton,Total,Infants and fetuses with regular reportable birth defects,2013,568,594.27,545.39,643.14
DeWitt,Total,Infants and fetuses with regular reportable birth defects,2013,11,411.99,205.66,737.16
Dickens,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Dimmit,Total,Infants and fetuses with regular reportable birth defects,2013,7,358.97,144.33,739.62
Donley,Total,Infants and fetuses with regular reportable birth defects,2013,0,0,0,"1,084.96"
Duval,Total,Infants and fetuses with regular reportable birth defects,2013,12,779.22,402.63,"1,361.14"
Eastland,Total,Infants and fetuses with regular reportable birth defects,2013,12,574.16,296.68,"1,002.95"
Ector,Total,Infants and fetuses with regular reportable birth defects,2013,208,714.29,617.21,811.36
Edwards,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
El Paso,Total,Infants and fetuses with regular reportable birth defects,2013,798,588.45,547.62,629.28
Ellis,Total,Infants and fetuses with regular reportable birth defects,2013,134,650.49,540.35,760.62
Erath,Total,Infants and fetuses with regular reportable birth defects,2013,20,412.37,251.89,636.87
Falls,Total,Infants and fetuses with regular reportable birth defects,2013,12,591.13,305.45,"1,032.59"
Fannin,Total,Infants and fetuses with regular reportable birth defects,2013,17,524.69,305.65,840.08
Fayette,Total,Infants and fetuses with regular reportable birth defects,2013,12,489.8,253.08,855.58
Fisher,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Floyd,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Foard,Total,Infants and fetuses with regular reportable birth defects,2013,0,---,0,"4,098.75"
Fort Bend,Total,Infants and fetuses with regular reportable birth defects,2013,402,471.66,425.56,517.77
Franklin,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Freestone,Total,Infants and fetuses with regular reportable birth defects,2013,12,560.75,289.75,979.51
Frio,Total,Infants and fetuses with regular reportable birth defects,2013,10,380.23,182.33,699.25
Gaines,Total,Infants and fetuses with regular reportable birth defects,2013,14,355.33,194.26,596.18
Galveston,Total,Infants and fetuses with regular reportable birth defects,2013,191,482.32,413.92,550.73
Garza,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Gillespie,Total,Infants and fetuses with regular reportable birth defects,2013,9,375,171.47,711.87
Glasscock,Total,Infants and fetuses with regular reportable birth defects,2013,0,---,0,"2,837.60"
Goliad,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Gonzales,Total,Infants and fetuses with regular reportable birth defects,2013,15,533.81,298.77,880.43
Gray,Total,Infants and fetuses with regular reportable birth defects,2013,14,408.16,223.15,684.83
Grayson,Total,Infants and fetuses with regular reportable birth defects,2013,70,463.88,361.62,586.09
Gregg,Total,Infants and fetuses with regular reportable birth defects,2013,95,507.21,410.36,620.04
Grimes,Total,Infants and fetuses with regular reportable birth defects,2013,22,676.92,424.22,"1,024.87"
Guadalupe,Total,Infants and fetuses with regular reportable birth defects,2013,89,515.05,413.62,633.81
Hale,Total,Infants and fetuses with regular reportable birth defects,2013,19,368.93,222.12,576.13
Hall,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Hamilton,Total,Infants and fetuses with regular reportable birth defects,2013,7,864.2,347.45,"1,780.58"
Hansford,Total,Infants and fetuses with regular reportable birth defects,2013,6,731.71,268.52,"1,592.62"
Hardeman,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Hardin,Total,Infants and fetuses with regular reportable birth defects,2013,20,280.9,171.58,433.83
Harris,Total,Infants and fetuses with regular reportable birth defects,2013,"3,330",487.9,471.33,504.48
Harrison,Total,Infants and fetuses with regular reportable birth defects,2013,41,488.1,350.27,662.16
Hartley,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Haskell,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Hays,Total,Infants and fetuses with regular reportable birth defects,2013,97,455.61,369.47,555.81
Hemphill,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Henderson,Total,Infants and fetuses with regular reportable birth defects,2013,67,765.71,593.42,972.43
Hidalgo,Total,Infants and fetuses with regular reportable birth defects,2013,884,550.61,514.31,586.9
Hill,Total,Infants and fetuses with regular reportable birth defects,2013,11,284.97,142.26,509.9
Hockley,Total,Infants and fetuses with regular reportable birth defects,2013,14,447.28,244.53,750.47
Hood,Total,Infants and fetuses with regular reportable birth defects,2013,36,596.03,417.45,825.15
Hopkins,Total,Infants and fetuses with regular reportable birth defects,2013,23,537.38,340.65,806.34
Houston,Total,Infants and fetuses with regular reportable birth defects,2013,12,506.33,261.63,884.46
Howard,Total,Infants and fetuses with regular reportable birth defects,2013,31,695.07,472.26,986.59
Hudspeth,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Hunt,Total,Infants and fetuses with regular reportable birth defects,2013,82,766.36,609.5,951.25
Hutchinson,Total,Infants and fetuses with regular reportable birth defects,2013,15,495.05,277.08,816.51
Irion,Total,Infants and fetuses with regular reportable birth defects,2013,0,---,0,"1,941.52"
Jack,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Jackson,Total,Infants and fetuses with regular reportable birth defects,2013,13,680.63,362.41,"1,163.90"
Jasper,Total,Infants and fetuses with regular reportable birth defects,2013,16,354.77,202.78,576.12
Jeff Davis,Total,Infants and fetuses with regular reportable birth defects,2013,0,---,0,"3,688.88"
Jefferson,Total,Infants and fetuses with regular reportable birth defects,2013,113,320.2,261.16,379.24
Jim Hogg,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Jim Wells,Total,Infants and fetuses with regular reportable birth defects,2013,31,471.84,320.59,669.74
Johnson,Total,Infants and fetuses with regular reportable birth defects,2013,125,622.51,513.38,731.64
Jones,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Karnes,Total,Infants and fetuses with regular reportable birth defects,2013,10,574.71,275.6,"1,056.92"
Kaufman,Total,Infants and fetuses with regular reportable birth defects,2013,95,633.33,512.4,774.22
Kendall,Total,Infants and fetuses with regular reportable birth defects,2013,15,476.19,266.52,785.4
Kenedy,Total,Infants and fetuses with regular reportable birth defects,2013,0,---,---,---
Kent,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Kerr,Total,Infants and fetuses with regular reportable birth defects,2013,19,383.06,230.63,598.2
Kimble,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
King,Total,Infants and fetuses with regular reportable birth defects,2013,0,---,---,---
Kinney,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Kleberg,Total,Infants and fetuses with regular reportable birth defects,2013,16,321.29,183.64,521.75
Knox,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
La Salle,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Lamar,Total,Infants and fetuses with regular reportable birth defects,2013,28,430.11,285.8,621.63
Lamb,Total,Infants and fetuses with regular reportable birth defects,2013,12,615.38,317.98,"1,074.95"
Lampasas,Total,Infants and fetuses with regular reportable birth defects,2013,16,629.92,360.05,"1,022.95"
Lavaca,Total,Infants and fetuses with regular reportable birth defects,2013,11,555.56,277.33,994.04
Lee,Total,Infants and fetuses with regular reportable birth defects,2013,8,439.56,189.77,866.11
Leon,Total,Infants and fetuses with regular reportable birth defects,2013,9,459.18,209.97,871.67
Liberty,Total,Infants and fetuses with regular reportable birth defects,2013,51,473.98,352.91,623.19
Limestone,Total,Infants and fetuses with regular reportable birth defects,2013,13,472.73,251.71,808.38
Lipscomb,Total,Infants and fetuses with regular reportable birth defects,2013,0,0,0,709.4
Live Oak,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Llano,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Loving,Total,Infants and fetuses with regular reportable birth defects,2013,0,---,---,---
Lubbock,Total,Infants and fetuses with regular reportable birth defects,2013,242,586.67,512.75,660.58
Lynn,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Madison,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Marion,Total,Infants and fetuses with regular reportable birth defects,2013,6,571.43,209.7,"1,243.76"
Martin,Total,Infants and fetuses with regular reportable birth defects,2013,7,707.07,284.28,"1,456.84"
Mason,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Matagorda,Total,Infants and fetuses with regular reportable birth defects,2013,26,498.08,325.37,729.81
Maverick,Total,Infants and fetuses with regular reportable birth defects,2013,48,439.56,324.1,582.79
McCulloch,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
McLennan,Total,Infants and fetuses with regular reportable birth defects,2013,227,645.62,561.63,729.61
McMullen,Total,Infants and fetuses with regular reportable birth defects,2013,0,---,0,"4,098.75"
Medina,Total,Infants and fetuses with regular reportable birth defects,2013,27,511.36,336.99,744.01
Menard,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Midland,Total,Infants and fetuses with regular reportable birth defects,2013,163,603.48,510.83,696.13
Milam,Total,Infants and fetuses with regular reportable birth defects,2013,26,863.79,564.25,"1,265.65"
Mills,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Mitchell,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Montague,Total,Infants and fetuses with regular reportable birth defects,2013,17,765.77,446.09,"1,226.07"
Montgomery,Total,Infants and fetuses with regular reportable birth defects,2013,389,587.61,529.22,646.01
Moore,Total,Infants and fetuses with regular reportable birth defects,2013,14,318.91,174.35,535.07
Morris,Total,Infants and fetuses with regular reportable birth defects,2013,7,445.86,179.26,918.64
Motley,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Nacogdoches,Total,Infants and fetuses with regular reportable birth defects,2013,41,466.44,334.72,632.78
Navarro,Total,Infants and fetuses with regular reportable birth defects,2013,36,532.54,372.99,737.27
Newton,Total,Infants and fetuses with regular reportable birth defects,2013,7,503.6,202.47,"1,037.60"
Nolan,Total,Infants and fetuses with regular reportable birth defects,2013,11,502.28,250.74,898.72
Nueces,Total,Infants and fetuses with regular reportable birth defects,2013,238,480.91,419.81,542
Ochiltree,Total,Infants and fetuses with regular reportable birth defects,2013,6,331.49,121.65,721.52
Oldham,Total,Infants and fetuses with regular reportable birth defects,2013,0,0,0,"1,189.96"
Orange,Total,Infants and fetuses with regular reportable birth defects,2013,57,493.93,374.1,639.95
Palo Pinto,Total,Infants and fetuses with regular reportable birth defects,2013,26,689.66,450.51,"1,010.50"
Panola,Total,Infants and fetuses with regular reportable birth defects,2013,18,600,355.6,948.26
Parker,Total,Infants and fetuses with regular reportable birth defects,2013,95,739.88,598.6,904.46
Parmer,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Pecos,Total,Infants and fetuses with regular reportable birth defects,2013,9,375,171.47,711.87
Polk,Total,Infants and fetuses with regular reportable birth defects,2013,27,516.25,340.21,751.12
Potter,Total,Infants and fetuses with regular reportable birth defects,2013,129,622.59,515.15,730.03
Presidio,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Rains,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Randall,Total,Infants and fetuses with regular reportable birth defects,2013,121,716.4,588.75,844.05
Reagan,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Real,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Red River,Total,Infants and fetuses with regular reportable birth defects,2013,8,509.55,219.99,"1,004.02"
Reeves,Total,Infants and fetuses with regular reportable birth defects,2013,16,824.74,471.41,"1,339.33"
Refugio,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Roberts,Total,Infants and fetuses with regular reportable birth defects,2013,0,---,0,"4,098.75"
Robertson,Total,Infants and fetuses with regular reportable birth defects,2013,14,676.33,369.76,"1,134.76"
Rockwall,Total,Infants and fetuses with regular reportable birth defects,2013,60,616.65,470.57,793.75
Runnels,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Rusk,Total,Infants and fetuses with regular reportable birth defects,2013,24,387.1,248.02,575.97
Sabine,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
San Augustine,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
San Jacinto,Total,Infants and fetuses with regular reportable birth defects,2013,9,316.9,144.91,601.58
San Patricio,Total,Infants and fetuses with regular reportable birth defects,2013,67,688.59,533.65,874.49
San Saba,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Schleicher,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Scurry,Total,Infants and fetuses with regular reportable birth defects,2013,14,578.51,316.28,970.65
Shackelford,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Shelby,Total,Infants and fetuses with regular reportable birth defects,2013,18,473.68,280.74,748.63
Sherman,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Smith,Total,Infants and fetuses with regular reportable birth defects,2013,207,670.55,579.2,761.9
Somervell,Total,Infants and fetuses with regular reportable birth defects,2013,10,"1,052.63",504.78,"1,935.83"
Starr,Total,Infants and fetuses with regular reportable birth defects,2013,68,497.8,386.56,631.08
Stephens,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Sterling,Total,Infants and fetuses with regular reportable birth defects,2013,0,---,0,"2,169.93"
Stonewall,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Sutton,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Swisher,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Tarrant,Total,Infants and fetuses with regular reportable birth defects,2013,"2,080",747.88,715.74,780.02
Taylor,Total,Infants and fetuses with regular reportable birth defects,2013,72,360.36,281.96,453.81
Terrell,Total,Infants and fetuses with regular reportable birth defects,2013,0,---,---,---
Terry,Total,Infants and fetuses with regular reportable birth defects,2013,15,731.71,409.53,"1,206.84"
Throckmorton,Total,Infants and fetuses with regular reportable birth defects,2013,0,---,0,"2,169.93"
Titus,Total,Infants and fetuses with regular reportable birth defects,2013,20,404.86,247.3,625.27
Tom Green,Total,Infants and fetuses with regular reportable birth defects,2013,62,397.95,305.1,510.15
Travis,Total,Infants and fetuses with regular reportable birth defects,2013,716,455.99,422.59,489.39
Trinity,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Tyler,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Upshur,Total,Infants and fetuses with regular reportable birth defects,2013,33,676.23,465.49,949.68
Upton,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Uvalde,Total,Infants and fetuses with regular reportable birth defects,2013,16,380.05,217.23,617.17
Val Verde,Total,Infants and fetuses with regular reportable birth defects,2013,43,486.98,352.43,655.95
Van Zandt,Total,Infants and fetuses with regular reportable birth defects,2013,42,713.07,513.92,963.87
Victoria,Total,Infants and fetuses with regular reportable birth defects,2013,82,613.31,487.79,761.28
Walker,Total,Infants and fetuses with regular reportable birth defects,2013,28,445.15,295.8,643.37
Waller,Total,Infants and fetuses with regular reportable birth defects,2013,32,538.72,368.48,760.51
Ward,Total,Infants and fetuses with regular reportable birth defects,2013,17,876.29,510.47,"1,403.02"
Washington,Total,Infants and fetuses with regular reportable birth defects,2013,15,379.75,212.54,626.33
Webb,Total,Infants and fetuses with regular reportable birth defects,2013,195,351.16,301.87,400.45
Wharton,Total,Infants and fetuses with regular reportable birth defects,2013,23,433.15,274.58,649.93
Wheeler,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Wichita,Total,Infants and fetuses with regular reportable birth defects,2013,61,345.8,264.51,444.2
Wilbarger,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Willacy,Total,Infants and fetuses with regular reportable birth defects,2013,11,350.32,174.88,626.82
Williamson,Total,Infants and fetuses with regular reportable birth defects,2013,312,516.47,459.16,573.78
Wilson,Total,Infants and fetuses with regular reportable birth defects,2013,30,578.03,390,825.18
Winkler,Total,Infants and fetuses with regular reportable birth defects,2013,11,839.69,419.17,"1,502.45"
Wise,Total,Infants and fetuses with regular reportable birth defects,2013,45,570.34,416.01,763.16
Wood,Total,Infants and fetuses with regular reportable birth defects,2013,24,592.59,379.69,881.73
Yoakum,Total,Infants and fetuses with regular reportable birth defects,2013,---,---,---,---
Young,Total,Infants and fetuses with regular reportable birth defects,2013,12,535.71,276.81,935.79
Zapata,Total,Infants and fetuses with regular reportable birth defects,2013,9,328.47,150.2,623.53
Zavala,Total,Infants and fetuses with regular reportable birth defects,2013,7,343.14,137.96,706.99
