County,"M.D., All M.D. (County Level File)","Population, All (County Level File)","Rate (per 100,000 population)",Source
"Concho County, TX",1,3341,29.93,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Cooke County, TX",30,42244,71.02,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Coryell County, TX",30,84232,35.62,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Cottle County, TX",0,1381,0.00,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Crane County, TX",3,4680,64.10,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Crockett County, TX",1,3068,32.59,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Crosby County, TX",3,5106,58.75,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Culberson County, TX",1,2193,45.60,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Dallam County, TX",5,7172,69.72,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Dallas County, TX",10642,2586050,411.52,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Dawson County, TX",6,12413,48.34,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Deaf Smith County, TX",3,18329,16.37,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Delta County, TX",2,5392,37.09,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Denton County, TX",1626,941647,172.68,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"DeWitt County, TX",10,19918,50.21,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Dickens County, TX",1,1740,57.47,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Dimmit County, TX",7,8473,82.62,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Donley County, TX",3,3268,91.80,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Duval County, TX",1,9756,10.25,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Eastland County, TX",2,17864,11.20,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Ector County, TX",339,161091,210.44,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Edwards County, TX",3,1438,208.62,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"El Paso County, TX",2057,867947,237.00,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Ellis County, TX",188,202678,92.76,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Erath County, TX",55,43378,126.79,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Falls County, TX",8,17313,46.21,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Fannin County, TX",14,36569,38.28,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Fayette County, TX",26,24687,105.32,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Fisher County, TX",2,3706,53.97,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Floyd County, TX",3,5350,56.07,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Foard County, TX",0,1080,0.00,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Fort Bend County, TX",2515,858527,292.94,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Franklin County, TX",5,10464,47.78,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Freestone County, TX",4,19774,20.23,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Frio County, TX",8,18436,43.39,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Gaines County, TX",6,21895,27.40,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Galveston County, TX",1987,355062,559.62,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Garza County, TX",1,5863,17.06,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Gillespie County, TX",118,27297,432.28,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Glasscock County, TX",0,1149,0.00,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Goliad County, TX",5,7163,69.80,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Gonzales County, TX",15,19641,76.37,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Gray County, TX",17,21030,80.84,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Grayson County, TX",245,139336,175.83,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Gregg County, TX",403,124201,324.47,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Grimes County, TX",17,30287,56.13,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Guadalupe County, TX",170,177036,96.03,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Hale County, TX",17,32220,52.76,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Hall County, TX",0,2845,0.00,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Hamilton County, TX",17,8229,206.59,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Hansford County, TX",3,5159,58.15,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Hardeman County, TX",5,3552,140.77,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Hardin County, TX",20,56973,35.10,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Harris County, TX",18577,4728030,392.91,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Harrison County, TX",56,69150,80.98,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Hartley County, TX",0,5397,0.00,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Haskell County, TX",2,5411,36.96,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Hays County, TX",337,255397,131.95,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Hemphill County, TX",6,3271,183.43,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Henderson County, TX",82,83667,98.01,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Hidalgo County, TX",1213,880356,137.79,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Hill County, TX",24,36471,65.81,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Hockley County, TX",16,21363,74.90,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Hood County, TX",93,64222,144.81,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Hopkins County, TX",39,37211,104.81,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Houston County, TX",13,22241,58.45,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Howard County, TX",51,34128,149.44,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Hudspeth County, TX",1,3287,30.42,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Hunt County, TX",72,103394,69.64,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Hutchinson County, TX",11,20495,53.67,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Irion County, TX",0,1552,0.00,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Jack County, TX",6,8712,68.87,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Jackson County, TX",9,15121,59.52,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Jasper County, TX",27,32975,81.88,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Jeff Davis County, TX",3,1949,153.93,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Jefferson County, TX",567,253704,223.49,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Jim Hogg County, TX",2,4801,41.66,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Jim Wells County, TX",30,38847,77.23,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Johnson County, TX",198,187280,105.72,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Jones County, TX",6,19873,30.19,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Karnes County, TX",5,14754,33.89,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Kaufman County, TX",84,157768,53.24,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Kendall County, TX",227,46788,485.17,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Kenedy County, TX",0,340,0.00,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Kent County, TX",0,749,0.00,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Kerr County, TX",194,53161,364.93,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Kimble County, TX",5,4365,114.55,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"King County, TX",0,258,0.00,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Kinney County, TX",0,3130,0.00,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Kleberg County, TX",23,30635,75.08,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Knox County, TX",2,3351,59.68,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"La Salle County, TX",0,6670,0.00,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Lamar County, TX",125,50098,249.51,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Lamb County, TX",5,12898,38.77,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Lampasas County, TX",21,22252,94.37,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Lavaca County, TX",24,20544,116.82,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Lee County, TX",6,17706,33.89,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Leon County, TX",6,15959,37.60,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Liberty County, TX",46,97621,47.12,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Limestone County, TX",7,22119,31.65,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Lipscomb County, TX",0,2931,0.00,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Live Oak County, TX",1,11377,8.79,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Llano County, TX",37,21978,168.35,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Loving County, TX",0,57,0.00,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Lubbock County, TX",1392,314451,442.68,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Lynn County, TX",8,5688,140.65,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Madison County, TX",2,13718,14.58,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Marion County, TX",4,9645,41.47,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Martin County, TX",2,5211,38.38,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Mason County, TX",4,3943,101.45,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Matagorda County, TX",37,36344,101.81,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Maverick County, TX",41,58056,70.62,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"McCulloch County, TX",3,7533,39.82,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"McLennan County, TX",646,263115,245.52,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"McMullen County, TX",1,608,164.47,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Medina County, TX",34,51981,65.41,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Menard County, TX",0,1982,0.00,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Midland County, TX",316,167969,188.13,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Milam County, TX",12,25106,47.80,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Mills County, TX",5,4480,111.61,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Mitchell County, TX",4,9070,44.10,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Montague County, TX",12,20409,58.80,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Montgomery County, TX",1381,648886,212.83,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Moore County, TX",15,21118,71.03,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Morris County, TX",2,12030,16.63,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Motley County, TX",0,1067,0.00,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Nacogdoches County, TX",152,64668,235.05,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Navarro County, TX",59,53591,110.09,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Newton County, TX",4,12241,32.68,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Nolan County, TX",10,14597,68.51,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Nueces County, TX",1037,353079,293.70,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Ochiltree County, TX",5,9782,51.11,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Oldham County, TX",1,1717,58.24,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Orange County, TX",34,84742,40.12,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Palo Pinto County, TX",26,28686,90.64,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Panola County, TX",16,22675,70.56,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Parker County, TX",162,156764,103.34,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Parmer County, TX",2,9813,20.38,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Pecos County, TX",12,15118,79.38,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Polk County, TX",86,51899,165.71,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Potter County, TX",480,116547,411.85,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Presidio County, TX",3,6140,48.86,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Rains County, TX",4,12509,31.98,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Randall County, TX",316,143854,219.67,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Reagan County, TX",2,3253,61.48,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Real County, TX",3,2826,106.16,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Red River County, TX",6,11555,51.93,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Reeves County, TX",9,14487,62.12,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Refugio County, TX",2,6756,29.60,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Roberts County, TX",0,797,0.00,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Robertson County, TX",2,16958,11.79,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Rockwall County, TX",211,116381,181.30,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Runnels County, TX",10,9943,100.57,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Rusk County, TX",34,52743,64.46,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Sabine County, TX",6,10039,59.77,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"San Augustine County, TX",2,7922,25.25,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"San Jacinto County, TX",4,27878,14.35,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"San Patricio County, TX",29,69699,41.61,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"San Saba County, TX",4,5827,68.65,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Schleicher County, TX",2,2429,82.34,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Scurry County, TX",14,16824,83.21,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Shackelford County, TX",2,3212,62.27,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Shelby County, TX",11,23939,45.95,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Sherman County, TX",0,2798,0.00,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Smith County, TX",959,237186,404.32,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Somervell County, TX",7,9469,73.93,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Starr County, TX",28,66049,42.39,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Stephens County, TX",4,9173,43.61,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Sterling County, TX",1,1381,72.41,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Stonewall County, TX",3,1217,246.51,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Sutton County, TX",4,3319,120.52,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Swisher County, TX",1,7008,14.27,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Tarrant County, TX",4741,2126477,222.95,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Taylor County, TX",358,143326,249.78,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Terrell County, TX",0,724,0.00,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Terry County, TX",6,11754,51.05,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Throckmorton County, TX",1,1495,66.89,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Titus County, TX",44,31183,141.10,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Tom Green County, TX",310,119411,259.61,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Travis County, TX",5016,1305154,384.32,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Trinity County, TX",2,13827,14.46,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Tyler County, TX",8,20077,39.85,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Upshur County, TX",23,41774,55.06,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Upton County, TX",2,3265,61.26,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Uvalde County, TX",29,24729,117.27,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Val Verde County, TX",42,47564,88.30,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Van Zandt County, TX",20,61275,32.64,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Victoria County, TX",248,90964,272.64,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Walker County, TX",69,77977,88.49,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Waller County, TX",15,59781,25.09,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Ward County, TX",3,11194,26.80,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Washington County, TX",72,35891,200.61,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Webb County, TX",294,267945,109.72,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Wharton County, TX",55,41721,131.83,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Wheeler County, TX",1,4927,20.30,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Wichita County, TX",350,130069,269.09,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Wilbarger County, TX",16,12731,125.68,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Willacy County, TX",11,20316,54.14,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Williamson County, TX",1437,643026,223.47,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Wilson County, TX",36,51257,70.23,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Winkler County, TX",3,7415,40.46,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Wise County, TX",60,71714,83.67,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Wood County, TX",27,45875,58.86,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Yoakum County, TX",5,7607,65.73,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Young County, TX",23,17977,127.94,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Zapata County, TX",3,13908,21.57,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
"Zavala County, TX",4,9534,41.96,AMA Physician Masterfile 2020; Census County Pop. Estimates 2021
,,,,
,,,,
Note: Blank cells indicate that data are not available.,,,,
